row_count,field_count,field_name_values,issuedate_min,issuedate_max,new_class_unique_count,new_class_unique_values,new_type_unique_count,new_type_unique_values,usetype_unique_count,usetype_values,units_unique_count,units_unique_values,value_unique_count,value_unique_values,sqft_unique_count,sqft_unique_values,nbrhood_unique_count,nbrhood_unique_values
,,,,,,,,,,,,,,156082,,,,
,,,,,,,,,,,,,,156084,,,,
,,,,,,,,,,,,,,156086,,,,
,,,,,,,,,,,,,,156090,,,,
,,,,,,,,,,,,,,156091,,,,
,,,,,,,,,,,,,,156104,,,,
,,,,,,,,,,,,,,156111,,,,
,,,,,,,,,,,,,,156118,,,,
,,,,,,,,,,,,,,156133,,,,
,,,,,,,,,,,,,,156154,,,,
,,,,,,,,,,,,,,156156,,,,
,,,,,,,,,,,,,,156162,,,,
,,,,,,,,,,,,,,156171,,,,
,,,,,,,,,,,,,,156215,,,,
,,,,,,,,,,,,,,156220,,,,
,,,,,,,,,,,,,,156228,,,,
,,,,,,,,,,,,,,156248,,,,
,,,,,,,,,,,,,,156268,,,,
,,,,,,,,,,,,,,156276,,,,
,,,,,,,,,,,,,,156280,,,,
,,,,,,,,,,,,,,156321,,,,
,,,,,,,,,,,,,,156351,,,,
,,,,,,,,,,,,,,156369,,,,
,,,,,,,,,,,,,,156387,,,,
,,,,,,,,,,,,,,156396,,,,
,,,,,,,,,,,,,,156417,,,,
,,,,,,,,,,,,,,156420,,,,
,,,,,,,,,,,,,,156434,,,,
,,,,,,,,,,,,,,156444,,,,
,,,,,,,,,,,,,,156449,,,,
,,,,,,,,,,,,,,156470,,,,
,,,,,,,,,,,,,,156480,,,,
,,,,,,,,,,,,,,156507,,,,
,,,,,,,,,,,,,,156518,,,,
,,,,,,,,,,,,,,156526,,,,
,,,,,,,,,,,,,,156541,,,,
,,,,,,,,,,,,,,156546,,,,
,,,,,,,,,,,,,,156547,,,,
,,,,,,,,,,,,,,156567,,,,
,,,,,,,,,,,,,,156582,,,,
,,,,,,,,,,,,,,156620,,,,
,,,,,,,,,,,,,,156629,,,,
,,,,,,,,,,,,,,156637,,,,
,,,,,,,,,,,,,,156647,,,,
,,,,,,,,,,,,,,156662,,,,
,,,,,,,,,,,,,,156694,,,,
,,,,,,,,,,,,,,156698,,,,
,,,,,,,,,,,,,,156710,,,,
,,,,,,,,,,,,,,156711,,,,
,,,,,,,,,,,,,,156731,,,,
,,,,,,,,,,,,,,156760,,,,
,,,,,,,,,,,,,,156782,,,,
,,,,,,,,,,,,,,156789,,,,
,,,,,,,,,,,,,,156809,,,,
,,,,,,,,,,,,,,156811,,,,
,,,,,,,,,,,,,,156824,,,,
,,,,,,,,,,,,,,156888,,,,
,,,,,,,,,,,,,,156895,,,,
,,,,,,,,,,,,,,156899,,,,
,,,,,,,,,,,,,,156903,,,,
,,,,,,,,,,,,,,156921,,,,
,,,,,,,,,,,,,,156935,,,,
,,,,,,,,,,,,,,156961,,,,
,,,,,,,,,,,,,,157000,,,,
,,,,,,,,,,,,,,157014,,,,
,,,,,,,,,,,,,,157041,,,,
,,,,,,,,,,,,,,157075,,,,
,,,,,,,,,,,,,,157078,,,,
,,,,,,,,,,,,,,157080,,,,
,,,,,,,,,,,,,,157126,,,,
,,,,,,,,,,,,,,157133,,,,
,,,,,,,,,,,,,,157148,,,,
,,,,,,,,,,,,,,157150,,,,
,,,,,,,,,,,,,,157154,,,,
,,,,,,,,,,,,,,157183,,,,
,,,,,,,,,,,,,,157193,,,,
,,,,,,,,,,,,,,157197,,,,
,,,,,,,,,,,,,,157217,,,,
,,,,,,,,,,,,,,157223,,,,
,,,,,,,,,,,,,,157224,,,,
,,,,,,,,,,,,,,157253,,,,
,,,,,,,,,,,,,,157256,,,,
,,,,,,,,,,,,,,157265,,,,
,,,,,,,,,,,,,,157281,,,,
,,,,,,,,,,,,,,157303,,,,
,,,,,,,,,,,,,,157330,,,,
,,,,,,,,,,,,,,157334,,,,
,,,,,,,,,,,,,,157343,,,,
,,,,,,,,,,,,,,157361,,,,
,,,,,,,,,,,,,,157375,,,,
,,,,,,,,,,,,,,157386,,,,
,,,,,,,,,,,,,,157409,,,,
,,,,,,,,,,,,,,157413,,,,
,,,,,,,,,,,,,,157420,,,,
,,,,,,,,,,,,,,157421,,,,
,,,,,,,,,,,,,,157429,,,,
,,,,,,,,,,,,,,157435,,,,
,,,,,,,,,,,,,,157437,,,,
,,,,,,,,,,,,,,157440,,,,
,,,,,,,,,,,,,,157443,,,,
,,,,,,,,,,,,,,157457,,,,
,,,,,,,,,,,,,,157473,,,,
,,,,,,,,,,,,,,157553,,,,
,,,,,,,,,,,,,,157577,,,,
,,,,,,,,,,,,,,157612,,,,
,,,,,,,,,,,,,,157630,,,,
,,,,,,,,,,,,,,157634,,,,
,,,,,,,,,,,,,,157649,,,,
,,,,,,,,,,,,,,157651,,,,
,,,,,,,,,,,,,,157652,,,,
,,,,,,,,,,,,,,157670,,,,
,,,,,,,,,,,,,,157694,,,,
,,,,,,,,,,,,,,157702,,,,
,,,,,,,,,,,,,,157716,,,,
,,,,,,,,,,,,,,157734,,,,
,,,,,,,,,,,,,,157766,,,,
,,,,,,,,,,,,,,157794,,,,
,,,,,,,,,,,,,,157805,,,,
,,,,,,,,,,,,,,157824,,,,
,,,,,,,,,,,,,,157855,,,,
,,,,,,,,,,,,,,157856,,,,
,,,,,,,,,,,,,,157859,,,,
,,,,,,,,,,,,,,157893,,,,
,,,,,,,,,,,,,,157901,,,,
,,,,,,,,,,,,,,157923,,,,
,,,,,,,,,,,,,,157930,,,,
,,,,,,,,,,,,,,157935,,,,
,,,,,,,,,,,,,,157998,,,,
,,,,,,,,,,,,,,158017,,,,
,,,,,,,,,,,,,,158037,,,,
,,,,,,,,,,,,,,158044,,,,
,,,,,,,,,,,,,,158048,,,,
,,,,,,,,,,,,,,158068,,,,
,,,,,,,,,,,,,,158085,,,,
,,,,,,,,,,,,,,158087,,,,
,,,,,,,,,,,,,,158097,,,,
,,,,,,,,,,,,,,158111,,,,
,,,,,,,,,,,,,,158120,,,,
,,,,,,,,,,,,,,158141,,,,
,,,,,,,,,,,,,,158159,,,,
,,,,,,,,,,,,,,158191,,,,
,,,,,,,,,,,,,,158208,,,,
,,,,,,,,,,,,,,158218,,,,
,,,,,,,,,,,,,,158221,,,,
,,,,,,,,,,,,,,158222,,,,
,,,,,,,,,,,,,,158229,,,,
,,,,,,,,,,,,,,158250,,,,
,,,,,,,,,,,,,,158269,,,,
,,,,,,,,,,,,,,158278,,,,
,,,,,,,,,,,,,,158279,,,,
,,,,,,,,,,,,,,158281,,,,
,,,,,,,,,,,,,,158285,,,,
,,,,,,,,,,,,,,158295,,,,
,,,,,,,,,,,,,,158306,,,,
,,,,,,,,,,,,,,158310,,,,
,,,,,,,,,,,,,,158352,,,,
,,,,,,,,,,,,,,158368,,,,
,,,,,,,,,,,,,,158377,,,,
,,,,,,,,,,,,,,158378,,,,
,,,,,,,,,,,,,,158417,,,,
,,,,,,,,,,,,,,158426,,,,
,,,,,,,,,,,,,,158441,,,,
,,,,,,,,,,,,,,158474,,,,
,,,,,,,,,,,,,,158477,,,,
,,,,,,,,,,,,,,158501,,,,
,,,,,,,,,,,,,,158521,,,,
,,,,,,,,,,,,,,158556,,,,
,,,,,,,,,,,,,,158614,,,,
,,,,,,,,,,,,,,158664,,,,
,,,,,,,,,,,,,,158671,,,,
,,,,,,,,,,,,,,158674,,,,
,,,,,,,,,,,,,,158678,,,,
,,,,,,,,,,,,,,158679,,,,
,,,,,,,,,,,,,,158706,,,,
,,,,,,,,,,,,,,158743,,,,
,,,,,,,,,,,,,,158757,,,,
,,,,,,,,,,,,,,158773,,,,
,,,,,,,,,,,,,,158795,,,,
,,,,,,,,,,,,,,158815,,,,
,,,,,,,,,,,,,,158821,,,,
,,,,,,,,,,,,,,158833,,,,
,,,,,,,,,,,,,,158837,,,,
,,,,,,,,,,,,,,158851,,,,
,,,,,,,,,,,,,,158856,,,,
,,,,,,,,,,,,,,158884,,,,
,,,,,,,,,,,,,,158891,,,,
,,,,,,,,,,,,,,158914,,,,
,,,,,,,,,,,,,,158916,,,,
,,,,,,,,,,,,,,158924,,,,
,,,,,,,,,,,,,,158934,,,,
,,,,,,,,,,,,,,158936,,,,
,,,,,,,,,,,,,,158948,,,,
,,,,,,,,,,,,,,158960,,,,
,,,,,,,,,,,,,,158973,,,,
,,,,,,,,,,,,,,158978,,,,
,,,,,,,,,,,,,,159000,,,,
,,,,,,,,,,,,,,159012,,,,
,,,,,,,,,,,,,,159038,,,,
,,,,,,,,,,,,,,159069,,,,
,,,,,,,,,,,,,,159076,,,,
,,,,,,,,,,,,,,159093,,,,
,,,,,,,,,,,,,,159098,,,,
,,,,,,,,,,,,,,159100,,,,
,,,,,,,,,,,,,,159101,,,,
,,,,,,,,,,,,,,159106,,,,
,,,,,,,,,,,,,,159111,,,,
,,,,,,,,,,,,,,159148,,,,
,,,,,,,,,,,,,,159189,,,,
,,,,,,,,,,,,,,159192,,,,
,,,,,,,,,,,,,,159206,,,,
,,,,,,,,,,,,,,159230,,,,
,,,,,,,,,,,,,,159255,,,,
,,,,,,,,,,,,,,159265,,,,
,,,,,,,,,,,,,,159267,,,,
,,,,,,,,,,,,,,159280,,,,
,,,,,,,,,,,,,,159293,,,,
,,,,,,,,,,,,,,159300,,,,
,,,,,,,,,,,,,,159314,,,,
,,,,,,,,,,,,,,159323,,,,
,,,,,,,,,,,,,,159333,,,,
,,,,,,,,,,,,,,159340,,,,
,,,,,,,,,,,,,,159346,,,,
,,,,,,,,,,,,,,159350,,,,
,,,,,,,,,,,,,,159432,,,,
,,,,,,,,,,,,,,159452,,,,
,,,,,,,,,,,,,,159466,,,,
,,,,,,,,,,,,,,159488,,,,
,,,,,,,,,,,,,,159532,,,,
,,,,,,,,,,,,,,159592,,,,
,,,,,,,,,,,,,,159599,,,,
,,,,,,,,,,,,,,159621,,,,
,,,,,,,,,,,,,,159654,,,,
,,,,,,,,,,,,,,159672,,,,
,,,,,,,,,,,,,,159693,,,,
,,,,,,,,,,,,,,159709,,,,
,,,,,,,,,,,,,,159752,,,,
,,,,,,,,,,,,,,159756,,,,
,,,,,,,,,,,,,,159758,,,,
,,,,,,,,,,,,,,159818,,,,
,,,,,,,,,,,,,,159819,,,,
,,,,,,,,,,,,,,159847,,,,
,,,,,,,,,,,,,,159851,,,,
,,,,,,,,,,,,,,159852,,,,
,,,,,,,,,,,,,,159870,,,,
,,,,,,,,,,,,,,159949,,,,
,,,,,,,,,,,,,,159955,,,,
,,,,,,,,,,,,,,159962,,,,
,,,,,,,,,,,,,,159970,,,,
,,,,,,,,,,,,,,159989,,,,
,,,,,,,,,,,,,,159994,,,,
,,,,,,,,,,,,,,160000,,,,
,,,,,,,,,,,,,,160015,,,,
,,,,,,,,,,,,,,160016,,,,
,,,,,,,,,,,,,,160037,,,,
,,,,,,,,,,,,,,160086,,,,
,,,,,,,,,,,,,,160091,,,,
,,,,,,,,,,,,,,160109,,,,
,,,,,,,,,,,,,,160131,,,,
,,,,,,,,,,,,,,160174,,,,
,,,,,,,,,,,,,,160178,,,,
,,,,,,,,,,,,,,160205,,,,
,,,,,,,,,,,,,,160228,,,,
,,,,,,,,,,,,,,160238,,,,
,,,,,,,,,,,,,,160247,,,,
,,,,,,,,,,,,,,160259,,,,
,,,,,,,,,,,,,,160283,,,,
,,,,,,,,,,,,,,160310,,,,
,,,,,,,,,,,,,,160325,,,,
,,,,,,,,,,,,,,160329,,,,
,,,,,,,,,,,,,,160352,,,,
,,,,,,,,,,,,,,160380,,,,
,,,,,,,,,,,,,,160426,,,,
,,,,,,,,,,,,,,160431,,,,
,,,,,,,,,,,,,,160437,,,,
,,,,,,,,,,,,,,160451,,,,
,,,,,,,,,,,,,,160452,,,,
,,,,,,,,,,,,,,160477,,,,
,,,,,,,,,,,,,,160489,,,,
,,,,,,,,,,,,,,160491,,,,
,,,,,,,,,,,,,,160499,,,,
,,,,,,,,,,,,,,160524,,,,
,,,,,,,,,,,,,,160537,,,,
,,,,,,,,,,,,,,160538,,,,
,,,,,,,,,,,,,,160543,,,,
,,,,,,,,,,,,,,160602,,,,
,,,,,,,,,,,,,,160611,,,,
,,,,,,,,,,,,,,160633,,,,
,,,,,,,,,,,,,,160650,,,,
,,,,,,,,,,,,,,160684,,,,
,,,,,,,,,,,,,,160694,,,,
,,,,,,,,,,,,,,160704,,,,
,,,,,,,,,,,,,,160730,,,,
,,,,,,,,,,,,,,160731,,,,
,,,,,,,,,,,,,,160738,,,,
,,,,,,,,,,,,,,160757,,,,
,,,,,,,,,,,,,,160779,,,,
,,,,,,,,,,,,,,160784,,,,
,,,,,,,,,,,,,,160790,,,,
,,,,,,,,,,,,,,160834,,,,
,,,,,,,,,,,,,,160859,,,,
,,,,,,,,,,,,,,160868,,,,
,,,,,,,,,,,,,,160889,,,,
,,,,,,,,,,,,,,160895,,,,
,,,,,,,,,,,,,,160932,,,,
,,,,,,,,,,,,,,160935,,,,
,,,,,,,,,,,,,,160943,,,,
,,,,,,,,,,,,,,160958,,,,
,,,,,,,,,,,,,,160968,,,,
,,,,,,,,,,,,,,160999,,,,
,,,,,,,,,,,,,,161064,,,,
,,,,,,,,,,,,,,161081,,,,
,,,,,,,,,,,,,,161087,,,,
,,,,,,,,,,,,,,161098,,,,
,,,,,,,,,,,,,,161105,,,,
,,,,,,,,,,,,,,161112,,,,
,,,,,,,,,,,,,,161188,,,,
,,,,,,,,,,,,,,161190,,,,
,,,,,,,,,,,,,,161224,,,,
,,,,,,,,,,,,,,161290,,,,
,,,,,,,,,,,,,,161310,,,,
,,,,,,,,,,,,,,161314,,,,
,,,,,,,,,,,,,,161323,,,,
,,,,,,,,,,,,,,161336,,,,
,,,,,,,,,,,,,,161380,,,,
,,,,,,,,,,,,,,161383,,,,
,,,,,,,,,,,,,,161405,,,,
,,,,,,,,,,,,,,161467,,,,
,,,,,,,,,,,,,,161479,,,,
,,,,,,,,,,,,,,161483,,,,
,,,,,,,,,,,,,,161489,,,,
,,,,,,,,,,,,,,161499,,,,
,,,,,,,,,,,,,,161528,,,,
,,,,,,,,,,,,,,161529,,,,
,,,,,,,,,,,,,,161532,,,,
,,,,,,,,,,,,,,161543,,,,
,,,,,,,,,,,,,,161562,,,,
,,,,,,,,,,,,,,161578,,,,
,,,,,,,,,,,,,,161608,,,,
,,,,,,,,,,,,,,161609,,,,
,,,,,,,,,,,,,,161632,,,,
,,,,,,,,,,,,,,161633,,,,
,,,,,,,,,,,,,,161640,,,,
,,,,,,,,,,,,,,161653,,,,
,,,,,,,,,,,,,,161669,,,,
,,,,,,,,,,,,,,161689,,,,
,,,,,,,,,,,,,,161699,,,,
,,,,,,,,,,,,,,161703,,,,
,,,,,,,,,,,,,,161705,,,,
,,,,,,,,,,,,,,161707,,,,
,,,,,,,,,,,,,,161718,,,,
,,,,,,,,,,,,,,161730,,,,
,,,,,,,,,,,,,,161744,,,,
,,,,,,,,,,,,,,161749,,,,
,,,,,,,,,,,,,,161752,,,,
,,,,,,,,,,,,,,161774,,,,
,,,,,,,,,,,,,,161786,,,,
,,,,,,,,,,,,,,161788,,,,
,,,,,,,,,,,,,,161803,,,,
,,,,,,,,,,,,,,161823,,,,
,,,,,,,,,,,,,,161840,,,,
,,,,,,,,,,,,,,161841,,,,
,,,,,,,,,,,,,,161862,,,,
,,,,,,,,,,,,,,161871,,,,
,,,,,,,,,,,,,,161885,,,,
,,,,,,,,,,,,,,161945,,,,
,,,,,,,,,,,,,,161954,,,,
,,,,,,,,,,,,,,161955,,,,
,,,,,,,,,,,,,,161957,,,,
,,,,,,,,,,,,,,161975,,,,
,,,,,,,,,,,,,,161978,,,,
,,,,,,,,,,,,,,161986,,,,
,,,,,,,,,,,,,,162000,,,,
,,,,,,,,,,,,,,162010,,,,
,,,,,,,,,,,,,,162022,,,,
,,,,,,,,,,,,,,162053,,,,
,,,,,,,,,,,,,,162070,,,,
,,,,,,,,,,,,,,162086,,,,
,,,,,,,,,,,,,,162093,,,,
,,,,,,,,,,,,,,162113,,,,
,,,,,,,,,,,,,,162127,,,,
,,,,,,,,,,,,,,162145,,,,
,,,,,,,,,,,,,,162148,,,,
,,,,,,,,,,,,,,162149,,,,
,,,,,,,,,,,,,,162156,,,,
,,,,,,,,,,,,,,162179,,,,
,,,,,,,,,,,,,,162222,,,,
,,,,,,,,,,,,,,162225,,,,
,,,,,,,,,,,,,,162226,,,,
,,,,,,,,,,,,,,162250,,,,
,,,,,,,,,,,,,,162272,,,,
,,,,,,,,,,,,,,162280,,,,
,,,,,,,,,,,,,,162341,,,,
,,,,,,,,,,,,,,162342,,,,
,,,,,,,,,,,,,,162347,,,,
,,,,,,,,,,,,,,162372,,,,
,,,,,,,,,,,,,,162379,,,,
,,,,,,,,,,,,,,162386,,,,
,,,,,,,,,,,,,,162399,,,,
,,,,,,,,,,,,,,162421,,,,
,,,,,,,,,,,,,,162429,,,,
,,,,,,,,,,,,,,162446,,,,
,,,,,,,,,,,,,,162461,,,,
,,,,,,,,,,,,,,162551,,,,
,,,,,,,,,,,,,,162574,,,,
,,,,,,,,,,,,,,162618,,,,
,,,,,,,,,,,,,,162636,,,,
,,,,,,,,,,,,,,162658,,,,
,,,,,,,,,,,,,,162674,,,,
,,,,,,,,,,,,,,162727,,,,
,,,,,,,,,,,,,,162793,,,,
,,,,,,,,,,,,,,162814,,,,
,,,,,,,,,,,,,,162816,,,,
,,,,,,,,,,,,,,162826,,,,
,,,,,,,,,,,,,,162844,,,,
,,,,,,,,,,,,,,162855,,,,
,,,,,,,,,,,,,,162870,,,,
,,,,,,,,,,,,,,162872,,,,
,,,,,,,,,,,,,,162908,,,,
,,,,,,,,,,,,,,162946,,,,
,,,,,,,,,,,,,,162989,,,,
,,,,,,,,,,,,,,162999,,,,
,,,,,,,,,,,,,,163011,,,,
,,,,,,,,,,,,,,163027,,,,
,,,,,,,,,,,,,,163047,,,,
,,,,,,,,,,,,,,163067,,,,
,,,,,,,,,,,,,,163075,,,,
,,,,,,,,,,,,,,163078,,,,
,,,,,,,,,,,,,,163122,,,,
,,,,,,,,,,,,,,163127,,,,
,,,,,,,,,,,,,,163158,,,,
,,,,,,,,,,,,,,163170,,,,
,,,,,,,,,,,,,,163193,,,,
,,,,,,,,,,,,,,163195,,,,
,,,,,,,,,,,,,,163211,,,,
,,,,,,,,,,,,,,163236,,,,
,,,,,,,,,,,,,,163238,,,,
,,,,,,,,,,,,,,163250,,,,
,,,,,,,,,,,,,,163258,,,,
,,,,,,,,,,,,,,163261,,,,
,,,,,,,,,,,,,,163280,,,,
,,,,,,,,,,,,,,163304,,,,
,,,,,,,,,,,,,,163316,,,,
,,,,,,,,,,,,,,163321,,,,
,,,,,,,,,,,,,,163334,,,,
,,,,,,,,,,,,,,163365,,,,
,,,,,,,,,,,,,,163370,,,,
,,,,,,,,,,,,,,163386,,,,
,,,,,,,,,,,,,,163429,,,,
,,,,,,,,,,,,,,163440,,,,
,,,,,,,,,,,,,,163486,,,,
,,,,,,,,,,,,,,163509,,,,
,,,,,,,,,,,,,,163518,,,,
,,,,,,,,,,,,,,163548,,,,
,,,,,,,,,,,,,,163605,,,,
,,,,,,,,,,,,,,163634,,,,
,,,,,,,,,,,,,,163649,,,,
,,,,,,,,,,,,,,163704,,,,
,,,,,,,,,,,,,,163717,,,,
,,,,,,,,,,,,,,163739,,,,
,,,,,,,,,,,,,,163765,,,,
,,,,,,,,,,,,,,163766,,,,
,,,,,,,,,,,,,,163814,,,,
,,,,,,,,,,,,,,163817,,,,
,,,,,,,,,,,,,,163819,,,,
,,,,,,,,,,,,,,163825,,,,
,,,,,,,,,,,,,,163844,,,,
,,,,,,,,,,,,,,163864,,,,
,,,,,,,,,,,,,,163870,,,,
,,,,,,,,,,,,,,163898,,,,
,,,,,,,,,,,,,,163923,,,,
,,,,,,,,,,,,,,163927,,,,
,,,,,,,,,,,,,,163935,,,,
,,,,,,,,,,,,,,163939,,,,
,,,,,,,,,,,,,,163941,,,,
,,,,,,,,,,,,,,163980,,,,
,,,,,,,,,,,,,,163982,,,,
,,,,,,,,,,,,,,163991,,,,
,,,,,,,,,,,,,,163994,,,,
,,,,,,,,,,,,,,164006,,,,
,,,,,,,,,,,,,,164081,,,,
,,,,,,,,,,,,,,164102,,,,
,,,,,,,,,,,,,,164113,,,,
,,,,,,,,,,,,,,164116,,,,
,,,,,,,,,,,,,,164143,,,,
,,,,,,,,,,,,,,164148,,,,
,,,,,,,,,,,,,,164166,,,,
,,,,,,,,,,,,,,164176,,,,
,,,,,,,,,,,,,,164195,,,,
,,,,,,,,,,,,,,164198,,,,
,,,,,,,,,,,,,,164223,,,,
,,,,,,,,,,,,,,164244,,,,
,,,,,,,,,,,,,,164280,,,,
,,,,,,,,,,,,,,164295,,,,
,,,,,,,,,,,,,,164303,,,,
,,,,,,,,,,,,,,164321,,,,
,,,,,,,,,,,,,,164341,,,,
,,,,,,,,,,,,,,164368,,,,
,,,,,,,,,,,,,,164388,,,,
,,,,,,,,,,,,,,164392,,,,
,,,,,,,,,,,,,,164409,,,,
,,,,,,,,,,,,,,164410,,,,
,,,,,,,,,,,,,,164459,,,,
,,,,,,,,,,,,,,164467,,,,
,,,,,,,,,,,,,,164476,,,,
,,,,,,,,,,,,,,164493,,,,
,,,,,,,,,,,,,,164501,,,,
,,,,,,,,,,,,,,164526,,,,
,,,,,,,,,,,,,,164528,,,,
,,,,,,,,,,,,,,164561,,,,
,,,,,,,,,,,,,,164569,,,,
,,,,,,,,,,,,,,164611,,,,
,,,,,,,,,,,,,,164627,,,,
,,,,,,,,,,,,,,164628,,,,
,,,,,,,,,,,,,,164647,,,,
,,,,,,,,,,,,,,164654,,,,
,,,,,,,,,,,,,,164657,,,,
,,,,,,,,,,,,,,164674,,,,
,,,,,,,,,,,,,,164679,,,,
,,,,,,,,,,,,,,164691,,,,
,,,,,,,,,,,,,,164754,,,,
,,,,,,,,,,,,,,164771,,,,
,,,,,,,,,,,,,,164774,,,,
,,,,,,,,,,,,,,164788,,,,
,,,,,,,,,,,,,,164816,,,,
,,,,,,,,,,,,,,164817,,,,
,,,,,,,,,,,,,,164828,,,,
,,,,,,,,,,,,,,164829,,,,
,,,,,,,,,,,,,,164833,,,,
,,,,,,,,,,,,,,164838,,,,
,,,,,,,,,,,,,,164852,,,,
,,,,,,,,,,,,,,164873,,,,
,,,,,,,,,,,,,,164887,,,,
,,,,,,,,,,,,,,164892,,,,
,,,,,,,,,,,,,,164903,,,,
,,,,,,,,,,,,,,164925,,,,
,,,,,,,,,,,,,,164927,,,,
,,,,,,,,,,,,,,164930,,,,
,,,,,,,,,,,,,,164934,,,,
,,,,,,,,,,,,,,164983,,,,
,,,,,,,,,,,,,,165000,,,,
,,,,,,,,,,,,,,165009,,,,
,,,,,,,,,,,,,,165026,,,,
,,,,,,,,,,,,,,165074,,,,
,,,,,,,,,,,,,,165104,,,,
,,,,,,,,,,,,,,165111,,,,
,,,,,,,,,,,,,,165114,,,,
,,,,,,,,,,,,,,165140,,,,
,,,,,,,,,,,,,,165142,,,,
,,,,,,,,,,,,,,165174,,,,
,,,,,,,,,,,,,,165188,,,,
,,,,,,,,,,,,,,165200,,,,
,,,,,,,,,,,,,,165241,,,,
,,,,,,,,,,,,,,165269,,,,
,,,,,,,,,,,,,,165271,,,,
,,,,,,,,,,,,,,165306,,,,
,,,,,,,,,,,,,,165328,,,,
,,,,,,,,,,,,,,165364,,,,
,,,,,,,,,,,,,,165374,,,,
,,,,,,,,,,,,,,165379,,,,
,,,,,,,,,,,,,,165384,,,,
,,,,,,,,,,,,,,165400,,,,
,,,,,,,,,,,,,,165418,,,,
,,,,,,,,,,,,,,165445,,,,
,,,,,,,,,,,,,,165476,,,,
,,,,,,,,,,,,,,165558,,,,
,,,,,,,,,,,,,,165578,,,,
,,,,,,,,,,,,,,165595,,,,
,,,,,,,,,,,,,,165605,,,,
,,,,,,,,,,,,,,165628,,,,
,,,,,,,,,,,,,,165671,,,,
,,,,,,,,,,,,,,165674,,,,
,,,,,,,,,,,,,,165683,,,,
,,,,,,,,,,,,,,165696,,,,
,,,,,,,,,,,,,,165713,,,,
,,,,,,,,,,,,,,165743,,,,
,,,,,,,,,,,,,,165766,,,,
,,,,,,,,,,,,,,165821,,,,
,,,,,,,,,,,,,,165822,,,,
,,,,,,,,,,,,,,165897,,,,
,,,,,,,,,,,,,,165911,,,,
,,,,,,,,,,,,,,166000,,,,
,,,,,,,,,,,,,,166102,,,,
,,,,,,,,,,,,,,166141,,,,
,,,,,,,,,,,,,,166152,,,,
,,,,,,,,,,,,,,166199,,,,
,,,,,,,,,,,,,,166212,,,,
,,,,,,,,,,,,,,166214,,,,
,,,,,,,,,,,,,,166223,,,,
,,,,,,,,,,,,,,166224,,,,
,,,,,,,,,,,,,,166242,,,,
,,,,,,,,,,,,,,166245,,,,
,,,,,,,,,,,,,,166248,,,,
,,,,,,,,,,,,,,166269,,,,
,,,,,,,,,,,,,,166272,,,,
,,,,,,,,,,,,,,166304,,,,
,,,,,,,,,,,,,,166306,,,,
,,,,,,,,,,,,,,166309,,,,
,,,,,,,,,,,,,,166320,,,,
,,,,,,,,,,,,,,166324,,,,
,,,,,,,,,,,,,,166369,,,,
,,,,,,,,,,,,,,166394,,,,
,,,,,,,,,,,,,,166400,,,,
,,,,,,,,,,,,,,166437,,,,
,,,,,,,,,,,,,,166441,,,,
,,,,,,,,,,,,,,166503,,,,
,,,,,,,,,,,,,,166505,,,,
,,,,,,,,,,,,,,166543,,,,
,,,,,,,,,,,,,,166600,,,,
,,,,,,,,,,,,,,166605,,,,
,,,,,,,,,,,,,,166644,,,,
,,,,,,,,,,,,,,166648,,,,
,,,,,,,,,,,,,,166665,,,,
,,,,,,,,,,,,,,166684,,,,
,,,,,,,,,,,,,,166690,,,,
,,,,,,,,,,,,,,166697,,,,
,,,,,,,,,,,,,,166700,,,,
,,,,,,,,,,,,,,166707,,,,
,,,,,,,,,,,,,,166711,,,,
,,,,,,,,,,,,,,166716,,,,
,,,,,,,,,,,,,,166736,,,,
,,,,,,,,,,,,,,166758,,,,
,,,,,,,,,,,,,,166762,,,,
,,,,,,,,,,,,,,166795,,,,
,,,,,,,,,,,,,,166796,,,,
,,,,,,,,,,,,,,166802,,,,
,,,,,,,,,,,,,,166844,,,,
,,,,,,,,,,,,,,166858,,,,
,,,,,,,,,,,,,,166882,,,,
,,,,,,,,,,,,,,166909,,,,
,,,,,,,,,,,,,,166940,,,,
,,,,,,,,,,,,,,166947,,,,
,,,,,,,,,,,,,,166957,,,,
,,,,,,,,,,,,,,166959,,,,
,,,,,,,,,,,,,,166967,,,,
,,,,,,,,,,,,,,166986,,,,
,,,,,,,,,,,,,,166992,,,,
,,,,,,,,,,,,,,167054,,,,
,,,,,,,,,,,,,,167059,,,,
,,,,,,,,,,,,,,167069,,,,
,,,,,,,,,,,,,,167112,,,,
,,,,,,,,,,,,,,167147,,,,
,,,,,,,,,,,,,,167151,,,,
,,,,,,,,,,,,,,167152,,,,
,,,,,,,,,,,,,,167190,,,,
,,,,,,,,,,,,,,167213,,,,
,,,,,,,,,,,,,,167225,,,,
,,,,,,,,,,,,,,167240,,,,
,,,,,,,,,,,,,,167250,,,,
,,,,,,,,,,,,,,167259,,,,
,,,,,,,,,,,,,,167273,,,,
,,,,,,,,,,,,,,167307,,,,
,,,,,,,,,,,,,,167313,,,,
,,,,,,,,,,,,,,167350,,,,
,,,,,,,,,,,,,,167358,,,,
,,,,,,,,,,,,,,167381,,,,
,,,,,,,,,,,,,,167389,,,,
,,,,,,,,,,,,,,167400,,,,
,,,,,,,,,,,,,,167422,,,,
,,,,,,,,,,,,,,167446,,,,
